feedback_id,source,timestamp,text,state,district,service,category,language,experience,urgency,issue_date,action_requested,data_type
SURVEY_006159,Survey,2025-06-18 03:53:00,कृपया इस समस्या पर ध्यान दें। We have been waiting for an electricity connection or service update in Itanagar. This needs attention from the concerned department.,Arunachal Pradesh,Itanagar,Electricity,Electricity,Hindi,Good,Medium,2025-05-13,Yes,synthetic
SURVEY_006160,Survey,2025-03-04 02:49:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Residents in Thiruvananthapuram need a clearer way to follow up on civic service complaints. Please provide an update on the issue.,Kerala,Thiruvananthapuram,Other Public Services,Other Public Services,Kannada,Average,Low,2025-01-29,Yes,synthetic
SURVEY_006161,Survey,2025-04-09 12:34:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Students in Naharlagun are facing delays in scholarship-related services.,Arunachal Pradesh,Naharlagun,Education,Education,Malayalam,Very Poor,Medium,2025-03-19,Yes,synthetic
SURVEY_006162,Survey,2025-12-03 22:39:00,कृपया इस समस्या पर ध्यान दें। A water pipeline appears to be leaking near Bhagalpur and needs repair.,Bihar,Bhagalpur,Water Supply,Water Supply,Hindi,Average,High,2025-10-28,Yes,synthetic
SURVEY_006163,Survey,2025-08-10 07:48:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Patna needs better reliability. Please look into this issue.,Bihar,Patna,Government Documents,Government Documents,Telugu,Average,Medium,2025-07-05,Yes,synthetic
SURVEY_006164,Survey,2025-08-09 10:48:00,Waste disposal near Chandigarh is creating an unpleasant environment for residents. This needs attention from the concerned department.,Chandigarh,Chandigarh,Sanitation & Waste,Sanitation & Waste,English,Average,High,2025-07-03,Yes,synthetic
SURVEY_006165,Survey,2026-07-20 12:30:00,The drainage near Jabalpur needs cleaning because water is stagnating after rain.,Madhya Pradesh,Jabalpur,Sanitation & Waste,Sanitation & Waste,English,Poor,Low,2026-06-19,Yes,synthetic
SURVEY_006166,Survey,2025-09-26 15:28:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Residents in Port Blair need a clearer way to follow up on civic service complaints. This needs attention from the concerned department.,Andaman and Nicobar Islands,Port Blair,Other Public Services,Other Public Services,Telugu,Average,Low,2025-09-08,Yes,synthetic
SURVEY_006167,Survey,2025-06-14 01:05:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The electricity voltage near Jalandhar is unstable and appliances are being affected. I request the concerned authority to take action.,Punjab,Jalandhar,Electricity,Electricity,Kannada,Average,Low,2025-05-06,Already resolved,synthetic
SURVEY_006168,Survey,2026-04-16 16:03:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Power cuts in the Bilaspur area are frequent and are affecting daily work. I hope the issue can be resolved soon.,Chhattisgarh,Bilaspur,Electricity,Electricity,Malayalam,Good,Medium,2026-03-31,No,synthetic
SURVEY_006169,Survey,2025-06-17 20:35:00,The road near Srinagar has potholes and becomes difficult to use during peak hours. Please look into this issue.,Jammu and Kashmir,Srinagar,Roads & Traffic,Roads & Traffic,English,Average,Medium,2025-05-22,Already resolved,synthetic
SURVEY_006170,Survey,2026-06-24 13:36:00,The public safety issue reported near Bhagalpur needs quicker follow-up.,Bihar,Bhagalpur,Police & Public Safety,Police & Public Safety,English,Very Poor,Low,2026-06-24,Yes,synthetic
SURVEY_006171,Survey,2025-05-05 14:09:00,कृपया इस समस्या पर ध्यान दें। The certificate service near Indore requires too many visits and could be made easier.,Madhya Pradesh,Indore,Government Documents,Government Documents,Hindi,Average,High,2025-03-23,Yes,synthetic
SURVEY_006172,Survey,2026-04-27 19:10:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The online government service for residents of Gangtok needs better reliability. Please look into this issue.,Sikkim,Gangtok,Government Documents,Government Documents,Telugu,Good,Low,2026-03-20,Yes,synthetic
SURVEY_006173,Survey,2025-02-03 07:04:00,The electricity voltage near Itanagar is unstable and appliances are being affected. This needs attention from the concerned department.,Arunachal Pradesh,Itanagar,Electricity,Electricity,English,Good,Medium,2025-01-17,Yes,synthetic
SURVEY_006174,Survey,2026-07-10 19:28:00,कृपया इस समस्या पर ध्यान दें। Power cuts in the Durg area are frequent and are affecting daily work. Please provide an update on the issue.,Chhattisgarh,Durg,Electricity,Electricity,Hindi,Average,Critical,2026-06-01,Yes,synthetic
SURVEY_006175,Survey,2026-08-01 13:27:00,A public service issue near Udaipur has remained unresolved for several days.,Rajasthan,Udaipur,Other Public Services,Other Public Services,English,Average,Low,2026-07-27,Yes,synthetic
SURVEY_006176,Survey,2025-10-06 21:18:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Buses on the route near Kavaratti are irregular and commuters are waiting for a long time. Please look into this issue.,Lakshadweep,Kavaratti,Public Transport,Public Transport,Malayalam,Poor,Low,2025-09-01,Yes,synthetic
SURVEY_006177,Survey,2025-08-11 19:27:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The waiting time at the public health facility near Gyalshing is very long. Please provide an update on the issue.,Sikkim,Gyalshing,Healthcare,Healthcare,Malayalam,Very Poor,High,2025-07-21,Already resolved,synthetic
SURVEY_006178,Survey,2026-04-08 17:26:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Waste disposal near Silchar is creating an unpleasant environment for residents. I request the concerned authority to take action.,Assam,Silchar,Sanitation & Waste,Sanitation & Waste,Telugu,Poor,Medium,2026-04-03,No,synthetic
SURVEY_006179,Survey,2025-07-14 15:43:00,Residents near Patna are concerned about safety after dark. Please provide an update on the issue.,Bihar,Patna,Police & Public Safety,Police & Public Safety,English,Average,Low,2025-05-30,No,synthetic
SURVEY_006180,Survey,2025-04-15 12:38:00,The civic facility near Karimnagar needs better maintenance. Please look into this issue.,Telangana,Karimnagar,Other Public Services,Other Public Services,English,Good,Medium,2025-03-01,Already resolved,synthetic
SURVEY_006181,Survey,2025-08-14 07:14:00,कृपया इस समस्या पर ध्यान दें। Residents near Chandigarh are concerned about safety after dark. I request the concerned authority to take action.,Punjab,Chandigarh,Police & Public Safety,Police & Public Safety,Hindi,Average,Medium,2025-08-12,No,synthetic
SURVEY_006182,Survey,2025-03-16 17:55:00,कृपया इस समस्या पर ध्यान दें। The educational facility near East Delhi needs better maintenance and support services. Please look into this issue.,Delhi,East Delhi,Education,Education,Hindi,Very Poor,Low,2025-03-03,Yes,synthetic
SURVEY_006183,Survey,2025-04-16 07:27:00,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The online government service for residents of Tirupati needs better reliability.,Andhra Pradesh,Tirupati,Government Documents,Government Documents,Malayalam,Good,Critical,2025-03-18,Yes,synthetic
SURVEY_006184,Survey,2026-02-02 14:22:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Buses on the route near Jamshedpur are irregular and commuters are waiting for a long time. Please look into this issue.,Jharkhand,Jamshedpur,Public Transport,Public Transport,Kannada,Very Poor,High,2025-12-28,Yes,synthetic
SURVEY_006185,Survey,2025-11-24 03:05:00,The police response near Bengaluru was delayed and the issue needs attention.,Karnataka,Bengaluru,Police & Public Safety,Police & Public Safety,English,Poor,High,2025-10-23,Yes,synthetic
SURVEY_006186,Survey,2026-04-23 05:27:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The police response near Itanagar was delayed and the issue needs attention.,Arunachal Pradesh,Itanagar,Police & Public Safety,Police & Public Safety,Tamil,Good,Critical,2026-03-25,Yes,synthetic
SURVEY_006187,Survey,2026-01-29 11:51:00,The electricity voltage near Udaipur is unstable and appliances are being affected. This needs attention from the concerned department.,Rajasthan,Udaipur,Electricity,Electricity,English,Very Good,Low,2025-12-25,Yes,synthetic
SURVEY_006188,Survey,2026-04-28 05:42:00,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The water supplied in Daman sometimes has an unusual smell and should be checked. I request the concerned authority to take action.,Dadra and Nagar Haveli and Daman and Diu,Daman,Water Supply,Water Supply,Telugu,Average,High,2026-04-04,Yes,synthetic
SURVEY_006189,Survey,2025-12-18 21:46:00,The bus stop near Margao needs better cleanliness and maintenance.,Goa,Margao,Public Transport,Public Transport,English,Good,Critical,2025-11-14,Yes,synthetic
SURVEY_006190,Survey,2025-03-27 17:02:00,Waste disposal near Jodhpur is creating an unpleasant environment for residents. I request the concerned authority to take action.,Rajasthan,Jodhpur,Sanitation & Waste,Sanitation & Waste,English,Very Good,Medium,2025-02-22,No,synthetic
SURVEY_006191,Survey,2025-03-08 09:05:00,कृपया इस समस्या पर ध्यान दें। The water supplied in Salem sometimes has an unusual smell and should be checked. I request the concerned authority to take action.,Tamil Nadu,Salem,Water Supply,Water Supply,Hindi,Good,Medium,2025-02-14,Yes,synthetic
SURVEY_006192,Survey,2025-06-03 12:39:00,The complaint handling process in Kavaratti could be faster and easier to track.,Lakshadweep,Kavaratti,Other Public Services,Other Public Services,English,Very Poor,Medium,2025-04-24,Yes,synthetic
SURVEY_006193,Survey,2026-03-16 05:40:00,The road near Port Blair has potholes and becomes difficult to use during peak hours.,Andaman and Nicobar Islands,Port Blair,Roads & Traffic,Roads & Traffic,English,Good,Medium,2026-03-14,No,synthetic
SURVEY_006194,Survey,2025-12-13 04:15:00,"Residents near Bhilai are facing water shortages, especially in the morning.",Chhattisgarh,Bhilai,Water Supply,Water Supply,English,Good,High,2025-11-12,Already resolved,synthetic
SURVEY_006195,Survey,2026-09-07 00:00:00,The certificate service near Chandigarh requires too many visits and could be made easier. Please look into this issue.,Chandigarh,Chandigarh,Government Documents,Government Documents,English,Average,High,2026-08-08,Yes,synthetic
SURVEY_006196,Survey,2025-04-17 15:44:00,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The area around Surat needs more regular cleaning and waste collection. Please look into this issue.,Gujarat,Surat,Sanitation & Waste,Sanitation & Waste,Kannada,Good,High,2025-04-04,Yes,synthetic
SURVEY_006197,Survey,2025-05-09 08:25:00,"कृपया इस समस्या पर ध्यान दें। Garbage has not been collected regularly near Chandigarh, and waste is accumulating. I hope the issue can be resolved soon.",Punjab,Chandigarh,Sanitation & Waste,Sanitation & Waste,Hindi,Good,Low,2025-05-06,Yes,synthetic
SURVEY_006198,Survey,2026-06-24 13:42:00,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Buses on the route near Hubballi are irregular and commuters are waiting for a long time. This needs attention from the concerned department.,Karnataka,Hubballi,Public Transport,Public Transport,Tamil,Very Poor,High,2026-05-13,No,synthetic
SURVEY_006199,Survey,2026-04-03 03:53:00,"The healthcare service near Kohima was helpful, but staffing appears to be limited.",Nagaland,Kohima,Healthcare,Healthcare,English,Very Poor,Low,2026-03-02,No,synthetic
SURVEY_006200,Survey,2026-02-16 19:29:00,The drainage near Karimnagar needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,Telangana,Karimnagar,Sanitation & Waste,Sanitation & Waste,English,Good,High,2026-01-15,Yes,synthetic
SURVEY_006201,Survey,2026-07-17 20:55:00,"Garbage has not been collected regularly near Hyderabad, and waste is accumulating. Please look into this issue.",Telangana,Hyderabad,Sanitation & Waste,Sanitation & Waste,English,Good,Critical,2026-06-16,Yes,synthetic
SURVEY_006202,Survey,2026-09-07 00:00:00,The complaint handling process in Mysuru could be faster and easier to track. This needs attention from the concerned department.,Karnataka,Mysuru,Other Public Services,Other Public Services,English,Very Good,High,2026-09-04,Yes,synthetic
