Timestamp,State,City/District,Public service,Experience,Tell us about your experience,Urgency,Issue date,Language,Would you like the concerned authority to take action?
2026-01-31 01:13:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Electricity,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Power cuts in the Daman area are frequent and are affecting daily work.,Medium,2026-01-17,Tamil,Yes
2025-11-25 05:05:00,Nagaland,Kohima,Electricity,Very Poor,We have been waiting for an electricity connection or service update in Kohima. Please provide an update on the issue.,Low,2025-11-06,English,Yes
2026-06-04 00:42:00,Chandigarh,Chandigarh,Sanitation & Waste,Poor,The drainage near Chandigarh needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,High,2026-05-05,English,Yes
2026-05-20 05:22:00,Jammu and Kashmir,Jammu,Other Public Services,Very Good,कृपया इस समस्या पर ध्यान दें। Residents in Jammu need a clearer way to follow up on civic service complaints. Please provide an update on the issue.,Medium,2026-04-06,Hindi,Already resolved
2025-12-02 19:24:00,Punjab,Chandigarh,Public Transport,Poor,Public transport services near Chandigarh should be more frequent during peak hours. Please provide an update on the issue.,Low,2025-10-24,English,Yes
2025-05-28 09:31:00,Uttar Pradesh,Kanpur,Electricity,Average,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. We have been waiting for an electricity connection or service update in Kanpur. This needs attention from the concerned department.,Medium,2025-04-19,Malayalam,Yes
2025-01-27 04:08:00,Kerala,Kochi,Roads & Traffic,Very Poor,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Street lights are not working properly near Kochi, making the road unsafe after dark.",Low,2025-01-09,Telugu,Already resolved
2025-05-21 02:27:00,Manipur,Imphal,Water Supply,Poor,"தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். Residents near Imphal are facing water shortages, especially in the morning.",Medium,2025-04-25,Tamil,Yes
2025-06-02 16:51:00,Ladakh,Kargil,Healthcare,Very Good,"The healthcare service near Kargil was helpful, but staffing appears to be limited.",Medium,2025-04-25,English,Yes
2025-08-21 03:20:00,Haryana,Gurugram,Sanitation & Waste,Average,The area around Gurugram needs more regular cleaning and waste collection.,High,2025-07-21,English,Yes
2025-11-27 16:34:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Roads & Traffic,Poor,"Street lights are not working properly near Silvassa, making the road unsafe after dark. I hope the issue can be resolved soon.",Medium,2025-11-06,English,Already resolved
2025-03-01 21:01:00,Maharashtra,Nashik,Public Transport,Good,कृपया इस समस्या पर ध्यान दें। The bus stop near Nashik needs better cleanliness and maintenance. Please provide an update on the issue.,Medium,2025-01-27,Hindi,Yes
2026-05-31 16:38:00,Chhattisgarh,Raipur,Police & Public Safety,Average,Residents near Raipur are concerned about safety after dark. This needs attention from the concerned department.,Medium,2026-05-15,English,Yes
2025-12-17 12:50:00,Manipur,Thoubal,Other Public Services,Good,Residents in Thoubal need a clearer way to follow up on civic service complaints. I hope the issue can be resolved soon.,Medium,2025-11-13,English,Yes
2025-09-01 14:29:00,Dadra and Nagar Haveli and Daman and Diu,Daman,Education,Very Poor,The educational facility near Daman needs better maintenance and support services. Please provide an update on the issue.,Low,2025-08-14,English,Yes
2025-05-25 16:53:00,Dadra and Nagar Haveli and Daman and Diu,Silvassa,Sanitation & Waste,Good,"Garbage has not been collected regularly near Silvassa, and waste is accumulating. Please provide an update on the issue.",Medium,2025-04-15,English,Already resolved
2026-01-17 21:28:00,Rajasthan,Udaipur,Public Transport,Good,Public transport services near Udaipur should be more frequent during peak hours. Please look into this issue.,High,2025-12-27,English,No
2026-02-08 06:01:00,Jammu and Kashmir,Anantnag,Roads & Traffic,Average,The road near Anantnag has potholes and becomes difficult to use during peak hours. I request the concerned authority to take action.,Medium,2026-01-18,English,Yes
2025-08-12 20:35:00,Gujarat,Vadodara,Public Transport,Poor,The bus stop near Vadodara needs better cleanliness and maintenance. I request the concerned authority to take action.,Low,2025-07-07,English,Yes
2025-05-19 15:18:00,Mizoram,Aizawl,Sanitation & Waste,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The area around Aizawl needs more regular cleaning and waste collection. I request the concerned authority to take action.,High,2025-04-18,Telugu,Yes
2026-06-10 04:01:00,Uttar Pradesh,Agra,Water Supply,Good,The water supplied in Agra sometimes has an unusual smell and should be checked. This needs attention from the concerned department.,High,2026-06-02,English,Yes
2025-12-25 22:03:00,Chhattisgarh,Raipur,Education,Poor,The public school near Raipur needs improvements to basic facilities.,Medium,2025-12-15,English,Yes
2026-01-20 01:36:00,Chandigarh,Chandigarh,Education,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. Students in Chandigarh are facing delays in scholarship-related services.,Medium,2026-01-18,Malayalam,Yes
2026-01-19 13:46:00,Haryana,Panipat,Education,Good,The educational facility near Panipat needs better maintenance and support services. I hope the issue can be resolved soon.,Critical,2026-01-19,English,Yes
2025-10-04 21:22:00,Tripura,Dharmanagar,Public Transport,Good,Public transport near Dharmanagar is overcrowded during morning and evening peak hours. This needs attention from the concerned department.,High,2025-09-17,English,Yes
2025-06-26 17:36:00,Mizoram,Aizawl,Public Transport,Very Good,Public transport services near Aizawl should be more frequent during peak hours. Please look into this issue.,Low,2025-06-24,English,Already resolved
2026-05-13 03:38:00,Punjab,Chandigarh,Education,Poor,Parents in Chandigarh have reported delays in receiving information from the school. I request the concerned authority to take action.,Critical,2026-04-23,English,Yes
2025-08-22 05:11:00,Uttarakhand,Dehradun,Sanitation & Waste,Average,"Garbage has not been collected regularly near Dehradun, and waste is accumulating. Please look into this issue.",Medium,2025-08-05,English,Yes
2025-07-01 14:16:00,Odisha,Cuttack,Public Transport,Good,The bus stop near Cuttack needs better cleanliness and maintenance.,Low,2025-05-27,English,Yes
2026-06-07 22:41:00,Madhya Pradesh,Gwalior,Police & Public Safety,Very Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. The public safety issue reported near Gwalior needs quicker follow-up. I hope the issue can be resolved soon.,Low,2026-05-13,Kannada,Yes
2025-08-02 20:22:00,Delhi,North Delhi,Government Documents,Good,The certificate service near North Delhi requires too many visits and could be made easier. I hope the issue can be resolved soon.,Medium,2025-07-31,English,Yes
2026-06-11 01:17:00,Jharkhand,Jamshedpur,Government Documents,Poor,There is a delay in processing document applications in Jamshedpur.,Critical,2026-05-21,English,Yes
2026-08-02 13:02:00,Arunachal Pradesh,Naharlagun,Electricity,Average,कृपया इस समस्या पर ध्यान दें। We have been waiting for an electricity connection or service update in Naharlagun.,Medium,2026-07-17,Hindi,Yes
2026-05-31 07:12:00,Karnataka,Hubballi,Public Transport,Average,Public transport services near Hubballi should be more frequent during peak hours. Please look into this issue.,High,2026-04-24,English,Yes
2026-06-11 12:04:00,Punjab,Jalandhar,Public Transport,Good,ದಯವಿಟ್ಟು ಈ ಸಮಸ್ಯೆಯ ಬಗ್ಗೆ ಗಮನ ಹರಿಸಿ. Buses on the route near Jalandhar are irregular and commuters are waiting for a long time. I hope the issue can be resolved soon.,Medium,2026-04-30,Kannada,Yes
2025-08-23 14:55:00,West Bengal,Siliguri,Healthcare,Poor,The waiting time at the public health facility near Siliguri is very long. Please provide an update on the issue.,Medium,2025-07-23,English,Already resolved
2025-09-29 05:48:00,Jammu and Kashmir,Srinagar,Sanitation & Waste,Very Poor,தயவுசெய்து இந்த பிரச்சினையை கவனிக்கவும். The area around Srinagar needs more regular cleaning and waste collection. This needs attention from the concerned department.,Medium,2025-09-01,Tamil,Already resolved
2025-05-05 18:02:00,Rajasthan,Kota,Roads & Traffic,Poor,"దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. Vehicles are frequently parked on the road near Kota, causing unnecessary congestion. Please provide an update on the issue.",High,2025-03-29,Telugu,Already resolved
2026-06-20 10:07:00,Meghalaya,Shillong,Water Supply,Good,The water supplied in Shillong sometimes has an unusual smell and should be checked. I request the concerned authority to take action.,Medium,2026-05-19,English,Yes
2025-06-21 04:59:00,Jammu and Kashmir,Srinagar,Other Public Services,Very Poor,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The complaint handling process in Srinagar could be faster and easier to track. This needs attention from the concerned department.,Medium,2025-05-14,Malayalam,No
2026-03-14 21:31:00,Chhattisgarh,Durg,Sanitation & Waste,Good,ദയവായി ഈ പ്രശ്നത്തിൽ ശ്രദ്ധ ചെലുത്തുക. The drainage near Durg needs cleaning because water is stagnating after rain. This needs attention from the concerned department.,Medium,2026-02-19,Malayalam,Yes
2025-10-20 16:12:00,Telangana,Warangal,Education,Average,कृपया इस समस्या पर ध्यान दें। Students in Warangal are facing delays in scholarship-related services. I request the concerned authority to take action.,Medium,2025-10-17,Hindi,Yes
2026-07-14 12:41:00,Uttar Pradesh,Noida,Public Transport,Average,Buses on the route near Noida are irregular and commuters are waiting for a long time. Please look into this issue.,Medium,2026-06-19,English,Yes
2026-06-04 00:39:00,Ladakh,Kargil,Education,Poor,Students in Kargil are facing delays in scholarship-related services. Please look into this issue.,Low,2026-05-12,English,Already resolved
2025-04-16 04:43:00,Nagaland,Dimapur,Roads & Traffic,Average,The road near Dimapur has potholes and becomes difficult to use during peak hours. Please provide an update on the issue.,Medium,2025-03-31,English,Yes
2026-04-08 16:39:00,Odisha,Berhampur,Water Supply,Average,कृपया इस समस्या पर ध्यान दें। A water pipeline appears to be leaking near Berhampur and needs repair.,Medium,2026-02-22,Hindi,Yes
2025-10-05 23:36:00,Rajasthan,Udaipur,Water Supply,Average,దయచేసి ఈ సమస్యపై దృష్టి పెట్టండి. The water supplied in Udaipur sometimes has an unusual smell and should be checked. This needs attention from the concerned department.,Medium,2025-09-10,Telugu,Yes
2026-01-28 16:06:00,Arunachal Pradesh,Pasighat,Police & Public Safety,Poor,The public safety issue reported near Pasighat needs quicker follow-up.,High,2025-12-20,English,Already resolved
2025-03-21 00:39:00,Chandigarh,Chandigarh,Other Public Services,Good,The civic facility near Chandigarh needs better maintenance. I request the concerned authority to take action.,High,2025-03-05,English,Yes
2025-10-01 12:31:00,Delhi,North Delhi,Healthcare,Good,The government hospital near North Delhi needs better availability of essential medicines.,Medium,2025-09-23,English,Yes
2025-06-19 01:49:00,Ladakh,Leh,Water Supply,Very Good,There has been an irregular water supply in the Leh area for the past few days. I hope the issue can be resolved soon.,Low,2025-05-30,English,Yes
